Time,Conductivity,"Temperature, C"
12:56:26,0.917,22.6
0,0,0
0,0,0
12:56:28,0.917,22.6
0,0,0
0,0,0
12:56:30,0.917,22.6
0,0,0
0,0,0
12:56:32,0.917,22.6
0,0,0
0,0,0
12:56:34,0.917,22.6
0,0,0
0,0,0
12:56:36,0.917,22.6
0,0,0
0,0,0
12:56:38,0.917,22.6
0,0,0
0,0,0
12:56:40,0.917,22.6
0,0,0
0,0,0
12:56:42,0.917,22.6
0,0,0
0,0,0
12:56:44,0.917,22.6
0,0,0
0,0,0
12:56:46,0.917,22.6
0,0,0
0,0,0
12:56:48,0.917,22.6
0,0,0
0,0,0
12:56:50,0.917,22.6
0,0,0
0,0,0
12:56:52,0.917,22.6
0,0,0
0,0,0
12:56:54,0.917,22.6
0,0,0
0,0,0
12:56:56,0.917,22.6
0,0,0
0,0,0
12:56:58,0.917,22.6
0,0,0
0,0,0
12:57:00,0.917,22.6
0,0,0
0,0,0
12:57:02,0.917,22.6
0,0,0
0,0,0
12:57:04,0.917,22.6
0,0,0
0,0,0
12:57:06,0.917,22.6
0,0,0
0,0,0
12:57:08,0.917,22.6
0,0,0
0,0,0
12:57:10,0.917,22.6
0,0,0
0,0,0
12:57:12,0.917,22.6
0,0,0
0,0,0
12:57:14,0.917,22.6
0,0,0
0,0,0
12:57:16,0.917,22.6
0,0,0
0,0,0
12:57:18,0.917,22.6
0,0,0
0,0,0
12:57:20,0.917,22.6
0,0,0
0,0,0
12:57:22,0.917,22.6
0,0,0
0,0,0
12:57:24,0.917,22.6
0,0,0
0,0,0
12:57:26,0.917,22.6
0,0,0
0,0,0
12:57:28,0.917,22.6
0,0,0
0,0,0
12:57:30,0.917,22.6
0,0,0
0,0,0
12:57:32,0.917,22.6
0,0,0
0,0,0
12:57:34,0.918,22.6
0,0,0
0,0,0
12:57:36,0.918,22.6
0,0,0
0,0,0
12:57:38,0.917,22.6
0,0,0
0,0,0
12:57:40,0.917,22.6
0,0,0
0,0,0
12:57:42,0.917,22.6
0,0,0
0,0,0
12:57:44,0.917,22.6
0,0,0
0,0,0
12:57:46,0.917,22.6
0,0,0
0,0,0
12:57:48,0.918,22.6
0,0,0
0,0,0
12:57:50,0.918,22.6
0,0,0
0,0,0
12:57:52,0.917,22.6
0,0,0
0,0,0
12:57:54,0.917,22.6
0,0,0
0,0,0
12:57:56,0.917,22.6
0,0,0
0,0,0
12:57:58,0.917,22.6
0,0,0
0,0,0
12:58:00,0.917,22.6
0,0,0
0,0,0
12:58:02,0.917,22.6
0,0,0
0,0,0
12:58:04,0.918,22.6
0,0,0
0,0,0
12:58:06,0.918,22.6
0,0,0
0,0,0
12:58:08,0.918,22.6
0,0,0
0,0,0
12:58:10,0.918,22.6
0,0,0
0,0,0
12:58:12,0.918,22.6
0,0,0
0,0,0
12:58:14,0.918,22.6
0,0,0
0,0,0
12:58:16,0.917,22.6
0,0,0
0,0,0
12:58:18,0.917,22.6
0,0,0
0,0,0
12:58:20,0.917,22.6
0,0,0
0,0,0
12:58:22,0.917,22.6
0,0,0
0,0,0
12:58:24,0.917,22.6
0,0,0
0,0,0
12:58:26,0.917,22.6
0,0,0
0,0,0
12:58:28,0.918,22.6
0,0,0
0,0,0
12:58:30,0.918,22.6
0,0,0
0,0,0
12:58:32,0.918,22.6
0,0,0
0,0,0
12:58:34,0.918,22.6
0,0,0
0,0,0
12:58:36,0.918,22.6
0,0,0
0,0,0
12:58:38,0.918,22.6
0,0,0
0,0,0
12:58:40,0.918,22.6
0,0,0
0,0,0
12:58:42,0.918,22.6
0,0,0
0,0,0
12:58:44,0.918,22.6
0,0,0
0,0,0
12:58:46,0.918,22.6
0,0,0
0,0,0
12:58:48,0.918,22.6
0,0,0
0,0,0
12:58:50,0.918,22.6
0,0,0
0,0,0
12:58:52,0.918,22.6
0,0,0
0,0,0
12:58:54,0.918,22.6
0,0,0
0,0,0
12:58:56,0.918,22.6
0,0,0
0,0,0
12:58:58,0.918,22.6
0,0,0
0,0,0
12:59:00,0.918,22.6
0,0,0
0,0,0
12:59:02,0.918,22.6
0,0,0
0,0,0
12:59:04,0.918,22.6
0,0,0
0,0,0
12:59:06,0.918,22.6
0,0,0
0,0,0
12:59:08,0.918,22.6
0,0,0
0,0,0
12:59:10,0.918,22.6
0,0,0
0,0,0
12:59:12,0.918,22.6
0,0,0
0,0,0
12:59:14,0.918,22.6
0,0,0
0,0,0
12:59:16,0.918,22.6
0,0,0
0,0,0
12:59:18,0.918,22.6
0,0,0
0,0,0
12:59:20,0.918,22.6
0,0,0
0,0,0
12:59:22,0.918,22.6
0,0,0
0,0,0
12:59:24,0.918,22.6
0,0,0
0,0,0
12:59:26,0.918,22.6
0,0,0
0,0,0
12:59:28,0.918,22.6
0,0,0
0,0,0
12:59:30,0.918,22.6
0,0,0
0,0,0
12:59:32,0.918,22.6
0,0,0
0,0,0
12:59:34,0.918,22.6
0,0,0
0,0,0
12:59:36,0.918,22.6
0,0,0
0,0,0
12:59:38,0.918,22.6
0,0,0
0,0,0
12:59:40,0.918,22.6
0,0,0
0,0,0
12:59:42,0.918,22.6
0,0,0
0,0,0
12:59:44,0.918,22.6
0,0,0
0,0,0
12:59:46,0.918,22.6
0,0,0
0,0,0
12:59:48,0.918,22.6
0,0,0
0,0,0
12:59:50,0.918,22.6
0,0,0
0,0,0
12:59:52,0.918,22.6
0,0,0
0,0,0
12:59:54,0.918,22.6
0,0,0
0,0,0
12:59:56,0.918,22.6
0,0,0
0,0,0
12:59:58,0.918,22.6
0,0,0
0,0,0
13:00:00,0.918,22.6
0,0,0
0,0,0
13:00:02,0.918,22.6
0,0,0
0,0,0
13:00:04,0.918,22.6
0,0,0
0,0,0
13:00:06,0.918,22.6
0,0,0
0,0,0
13:00:08,0.918,22.6
0,0,0
0,0,0
13:00:10,0.918,22.6
0,0,0
0,0,0
13:00:12,0.918,22.6
0,0,0
0,0,0
13:00:14,0.918,22.6
0,0,0
0,0,0
13:00:16,0.918,22.6
0,0,0
0,0,0
13:00:18,0.918,22.6
0,0,0
0,0,0
13:00:20,0.918,22.6
0,0,0
0,0,0
13:00:22,0.918,22.6
0,0,0
0,0,0
13:00:24,0.918,22.6
0,0,0
0,0,0
13:00:26,0.918,22.6
0,0,0
0,0,0
13:00:28,0.918,22.6
0,0,0
0,0,0
13:00:30,0.918,22.6
0,0,0
0,0,0
13:00:32,0.918,22.6
0,0,0
0,0,0
13:00:34,0.918,22.6
0,0,0
0,0,0
13:00:36,0.918,22.6
0,0,0
0,0,0
13:00:38,0.918,22.6
0,0,0
0,0,0
13:00:40,0.918,22.6
0,0,0
0,0,0
13:00:42,0.918,22.6
0,0,0
0,0,0
13:00:44,0.918,22.6
0,0,0
0,0,0
13:00:46,0.918,22.6
0,0,0
0,0,0
13:00:48,0.918,22.6
0,0,0
0,0,0
13:00:50,0.918,22.6
0,0,0
0,0,0
13:00:52,0.918,22.6
0,0,0
0,0,0
13:00:54,0.918,22.6
0,0,0
0,0,0
13:00:56,0.918,22.6
0,0,0
0,0,0
13:00:58,0.918,22.6
0,0,0
0,0,0
13:01:00,0.918,22.6
0,0,0
0,0,0
13:01:02,0.918,22.6
0,0,0
0,0,0
13:01:04,0.918,22.6
0,0,0
0,0,0
13:01:06,0.918,22.6
0,0,0
0,0,0
13:01:08,0.918,22.6
0,0,0
0,0,0
13:01:10,0.918,22.6
0,0,0
0,0,0
13:01:12,0.918,22.6
0,0,0
0,0,0
13:01:14,0.918,22.6
0,0,0
0,0,0
13:01:16,0.918,22.6
0,0,0
0,0,0
13:01:18,0.918,22.6
0,0,0
0,0,0
13:01:20,0.918,22.6
0,0,0
0,0,0
13:01:22,0.919,22.6
0,0,0
0,0,0
13:01:24,0.918,22.6
0,0,0
0,0,0
13:01:26,0.918,22.6
0,0,0
0,0,0
13:01:28,0.918,22.6
0,0,0
0,0,0
13:01:30,0.918,22.6
0,0,0
0,0,0
13:01:32,0.918,22.6
0,0,0
0,0,0
13:01:34,0.918,22.6
0,0,0
0,0,0
13:01:36,0.918,22.6
0,0,0
0,0,0
13:01:38,0.919,22.6
0,0,0
0,0,0
13:01:40,0.919,22.6
0,0,0
0,0,0
13:01:42,0.919,22.6
0,0,0
0,0,0
13:01:44,0.919,22.6
0,0,0
0,0,0
13:01:46,0.919,22.6
0,0,0
0,0,0
13:01:48,0.919,22.6
0,0,0
0,0,0
13:01:50,0.919,22.6
0,0,0
0,0,0
13:01:52,0.919,22.6
0,0,0
0,0,0
13:01:54,0.919,22.6
0,0,0
0,0,0
13:01:56,0.919,22.6
0,0,0
0,0,0
13:01:58,0.919,22.6
0,0,0
0,0,0
13:02:00,0.919,22.6
0,0,0
0,0,0
13:02:02,0.919,22.6
0,0,0
0,0,0
13:02:04,0.919,22.6
0,0,0
0,0,0
13:02:06,0.919,22.6
0,0,0
0,0,0
13:02:08,0.919,22.6
0,0,0
0,0,0
13:02:10,0.919,22.6
0,0,0
0,0,0
13:02:12,0.918,22.6
0,0,0
0,0,0
13:02:14,0.918,22.6
0,0,0
0,0,0
13:02:16,0.918,22.6
0,0,0
0,0,0
13:02:18,0.918,22.6
0,0,0
0,0,0
13:02:20,0.919,22.6
0,0,0
0,0,0
13:02:22,0.919,22.6
0,0,0
0,0,0
13:02:24,0.919,22.6
0,0,0
0,0,0
13:02:26,0.919,22.6
0,0,0
0,0,0
13:02:28,0.919,22.6
0,0,0
0,0,0
13:02:30,0.919,22.6
0,0,0
0,0,0
13:02:32,0.919,22.6
0,0,0
0,0,0
13:02:34,0,22.6
0,0,0
0,0,0
13:02:36,0,22.6
0,0,0
0,0,0
