Time,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out
13:09:02,26.01,26.51,24,1020,1055.08,23.25
13:09:03,26,26.76,23.5,1023,1063.41,23
13:09:04,27.49,28.44,23.25,1023,1063.41,23
13:09:05,29.61,30.48,23.5,1025,1049.94,23.75
13:09:06,33.21,34.02,23.75,1027,1046.89,24
13:09:07,36.18,37.61,23,1029,1080.31,22.5
13:09:08,40.54,41.73,23.5,1031,1061.25,23.5
13:09:09,45.55,46.43,24,1031,1045.9,24.25
13:09:10,52.13,53.92,23.25,1033,1053.01,24
13:09:11,60.76,62.85,23.25,1033,1079.13,22.75
13:09:12,72.31,74.43,23.5,1034,1064.33,23.5
13:09:13,81.77,83.76,23.75,1035,1060.18,23.75
13:09:14,94.88,98.14,23.25,1037,1077.96,23
13:09:15,106.5,110.16,23.25,1037,1077.96,23
13:09:16,121,123.94,23.75,1037,1057.08,24
13:09:17,138.3,141.66,23.75,1039,1064.28,23.75
13:09:18,152.2,156.66,23.5,1039,1085.4,22.75
13:09:19,170.4,176.26,23.25,1038,1079,23
13:09:20,192.8,198.46,23.5,1040,1055.03,24.25
13:09:21,212.6,217.77,23.75,1039,1064.28,23.75
13:09:22,236.6,245.95,23,1041,1098.39,22.25
13:09:23,255.7,264.49,23.25,1040,1065.3,23.75
13:09:24,281.2,289.45,23.5,1040,1075.77,23.25
13:09:25,306.7,317.25,23.25,1040,1065.3,23.75
13:09:26,330.1,346.56,22.5,1041,1098.39,22.25
13:09:27,351.5,360.05,23.75,1041,1056.05,24.25
13:09:28,376.9,389.86,23.25,1042,1067.35,23.75
13:09:29,400.6,408.36,24,1042,1077.84,23.25
13:09:30,423.3,440.02,23,1043,1100.5,22.25
13:09:31,446.1,456.95,23.75,1043,1063.2,24
13:09:31,469.1,480.51,23.75,1040,1065.3,23.75
13:09:32,492.5,511.95,23,1041,1092.91,22.5
13:09:33,513.9,536.85,22.75,1042,1088.53,22.75
13:09:34,533.9,546.89,23.75,1042,1062.18,24
13:09:35,558.1,571.68,23.75,1043,1078.87,23.25
13:09:36,576.7,599.48,23,1041,1109.51,21.75
13:09:38,600.1,617.7,23.5,1042,1067.35,23.75
13:09:38,620.8,635.9,23.75,1041,1071.54,23.5
13:09:39,640,655.57,23.75,1039,1059.12,24
13:09:40,660,682.7,23.25,1042,1104.98,22
13:09:41,677.7,690.83,24,1043,1068.37,23.75
13:09:42,695,708.46,24,1042,1072.57,23.5
13:09:43,711.4,728.71,23.75,1042,1083.16,23
13:09:44,729.2,758,23,1042,1088.53,22.75
13:09:45,744.7,759.12,24,1042,1072.57,23.5
13:09:46,759.5,777.98,23.75,1042,1077.84,23.25
13:09:47,772.3,798.86,23.25,1042,1104.98,22
13:09:48,787.4,818.5,23,1044,1090.62,22.75
13:09:49,797.3,816.7,23.75,1044,1064.22,24
13:09:50,809.9,829.6,23.75,1043,1073.6,23.5
13:09:51,821.7,849.96,23.25,1043,1106.04,22
13:09:52,833.5,857.95,23.5,1044,1074.63,23.5
13:09:53,843.3,859.63,24,1042,1077.84,23.25
13:09:54,854.2,874.98,23.75,1044,1079.91,23.25
13:09:55,860.7,894.7,23,1044,1090.62,22.75
13:09:56,869.5,886.34,24,1044,1074.63,23.5
13:09:57,877.8,899.15,23.75,1043,1078.87,23.25
13:09:58,888,905.2,24,1043,1084.2,23
13:09:59,892.7,914.42,23.75,1044,1090.62,22.75
13:10:00,900.2,917.64,24,1045,1065.24,24
13:10:01,905.6,927.63,23.75,1043,1068.37,23.75
13:10:02,912.9,939.68,23.5,1044,1090.62,22.75
13:10:03,918.4,949.99,23.25,1044,1085.24,23
13:10:04,922.8,940.67,24,1043,1068.37,23.75
13:10:05,929.9,957.18,23.5,1045,1075.66,23.5
13:10:06,933.3,960.68,23.5,1044,1096.06,22.5
13:10:07,937.7,960.51,23.75,1043,1073.6,23.5
13:10:08,944.8,958.46,24.25,1043,1073.6,23.5
13:10:09,948.2,966.56,24,1043,1073.6,23.5
13:10:10,952.4,1086.59,18.5,1044,1112.71,21.75
13:10:11,954.4,968.2,24.25,1043,1058.08,24.25
13:10:12,960.1,983.46,23.75,1045,1075.66,23.5
13:10:13,962.5,976.41,24.25,1044,1096.06,22.5
13:10:14,966.1,999.33,23.25,1044,1085.24,23
13:10:15,969.1,987.87,24,1044,1064.22,24
13:10:15,970.7,994.32,23.75,1044,1079.91,23.25
13:10:16,974.5,998.21,23.75,1044,1101.56,22.25
13:10:18,978.2,1011.84,23.25,1044,1090.62,22.75
13:10:18,981.8,1005.69,23.75,1043,1063.2,24
13:10:19,985.3,1004.38,24,1044,1079.91,23.25
13:10:20,986.3,1025.26,23,1044,1096.06,22.5
13:10:21,986.7,1020.64,23.25,1044,1079.91,23.25
13:10:22,990.2,1019.25,23.5,1045,1075.66,23.5
13:10:23,992,1011.21,24,1043,1084.2,23
13:10:24,995.3,1029.53,23.25,1043,1095.01,22.5
13:10:25,996.9,1011.31,24.25,1044,1074.63,23.5
13:10:26,997.8,1017.13,24,1043,1073.6,23.5
13:10:27,1001,1020.39,24,1044,1090.62,22.75
13:10:28,1003,1042.62,23,1044,1090.62,22.75
13:10:29,1003,1027.4,23.75,1045,1070.42,23.75
13:10:30,1004,1038.53,23.25,1044,1074.63,23.5
13:10:31,1006,1035.51,23.5,1045,1102.61,22.25
13:10:32,1008,1037.57,23.5,1044,1079.91,23.25
13:10:33,1008,1037.57,23.5,1045,1070.42,23.75
13:10:34,1010,1049.9,23,1045,1070.42,23.75
13:10:35,1011,1056.15,22.75,1044,1107.1,22
13:10:36,1014,1038.67,23.75,1045,1080.94,23.25
13:10:37,1015,1034.66,24,1045,1075.66,23.5
13:10:38,1015,1034.66,24,1044,1079.91,23.25
13:10:39,1019,1048.89,23.5,1045,1102.61,22.25
13:10:40,1018,1042.77,23.75,1043,1073.6,23.5
13:10:41,1021,1040.77,24,1044,1074.63,23.5
13:10:42,1023,1058.18,23.25,1044,1085.24,23
13:10:43,1024,1064.45,23,1044,1090.62,22.75
13:10:44,1023,1047.89,23.75,1045,1070.42,23.75
13:10:45,1025,1055.07,23.5,1044,1074.63,23.5
13:10:46,1026,1056.1,23.5,1045,1113.78,21.75
13:10:47,1027,1067.57,23,1045,1080.94,23.25
13:10:48,1028,1058.16,23.5,1044,1074.63,23.5
13:10:49,1029,1054.03,23.75,1044,1069.4,23.75
13:10:50,1031,1061.25,23.5,1044,1090.62,22.75
13:10:51,1032,1051.99,24,1045,1065.24,24
13:10:52,1031,1061.25,23.5,1045,1075.66,23.5
13:10:53,1032,1057.11,23.75,1044,1079.91,23.25
13:10:54,1033,1079.13,22.75,1044,1101.56,22.25
13:10:55,1034,1048.95,24.25,1045,1065.24,24
13:10:56,1033,1053.01,24,1043,1073.6,23.5
13:10:57,1038,1084.36,22.75,1044,1090.62,22.75
13:10:58,1035,1075.88,23,1043,1084.2,23
13:10:59,1036,1050.98,24.25,1044,1069.4,23.75
13:10:59,1038,1068.45,23.5,1043,1073.6,23.5
13:11:00,1041,1076.8,23.25,1045,1108.17,22
13:11:01,1039,1074.73,23.25,1045,1075.66,23.5
13:11:02,1039,1059.12,24,1044,1079.91,23.25
13:11:03,1041,1061.16,24,1043,1073.6,23.5
13:11:04,1042,1077.84,23.25,1043,1095.01,22.5
13:11:05,1040,1065.3,23.75,1043,1073.6,23.5
13:11:06,1043,1068.37,23.75,1044,1069.4,23.75
13:11:07,1044,1069.4,23.75,1045,1086.28,23
13:11:08,1041,1087.49,22.75,1045,1102.61,22.25
13:11:09,1043,1063.2,24,1045,1075.66,23.5
13:11:10,1043,1073.6,23.5,1045,1075.66,23.5
13:11:11,1044,1069.4,23.75,1045,1108.17,22
13:11:12,1044,1069.4,23.75,1045,1091.67,22.75
13:11:13,1045,1065.24,24,1045,1086.28,23
13:11:14,1045,1070.42,23.75,1045,1075.66,23.5
13:11:15,1045,1086.28,23,1044,1107.1,22
13:11:16,1047,1072.47,23.75,1045,1080.94,23.25
13:11:17,1046,1081.98,23.25,1045,1070.42,23.75
13:11:18,1046,1071.45,23.75,1045,1075.66,23.5
13:11:19,1047,1083.01,23.25,1044,1101.56,22.25
13:11:20,1049,1074.52,23.75,1044,1064.22,24
13:11:21,1047,1072.47,23.75,1045,1075.66,23.5
13:11:22,1049,1069.32,24,1045,1086.28,23
13:11:23,1049,1085.08,23.25,1045,1097.11,22.5
13:11:24,1049,1153.06,20.25,1045,1065.24,24
13:11:25,1049,1074.52,23.75,1044,1085.24,23
13:11:26,1049,1074.52,23.75,1044,1101.56,22.25
13:11:27,1051,1097.94,22.75,1044,1101.56,22.25
13:11:28,1052,1067.21,24.25,1044,1069.4,23.75
13:11:29,1051,1092.52,23,1045,1075.66,23.5
13:11:30,1051,1092.52,23,1044,1107.1,22
13:11:31,1052,1077.59,23.75,1045,1075.66,23.5
13:11:32,1052,1072.38,24,1044,1085.24,23
13:11:33,1053,1083.89,23.5,1045,1075.66,23.5
13:11:34,1053,1100.03,22.75,1046,1103.67,22.25
13:11:35,1053,1073.39,24,1044,1059.09,24.25
13:11:36,1055,1075.43,24,1046,1081.98,23.25
13:11:37,1053,1073.39,24,1045,1086.28,23
13:11:38,1053,1089.22,23.25,1046,1098.16,22.5
13:11:39,1053,1068.22,24.25,1046,1071.45,23.75
13:11:40,1053,1078.62,23.75,1046,1087.32,23
13:11:41,1053,1089.22,23.25,1045,1102.61,22.25
13:11:42,1055,1096.67,23,1045,1086.28,23
13:11:43,1057,1082.71,23.75,1046,1071.45,23.75
13:11:43,1055,1075.43,24,1045,1070.42,23.75
13:11:44,1057,1098.75,23,1042,1104.98,22
13:11:45,1051,1087.15,23.25,1045,1065.24,24
13:11:46,1058,1083.74,23.75,1045,1075.66,23.5
13:11:47,1056,1076.45,24,1046,1076.69,23.5
13:11:48,1056,1086.98,23.5,1044,1101.56,22.25
13:11:49,1058,1083.74,23.75,1046,1061.12,24.25
13:11:50,1056,1076.45,24,1046,1076.69,23.5
13:11:51,1057,1077.47,24,1046,1092.71,22.75
13:11:52,1059,1095.42,23.25,1044,1096.06,22.5
13:11:53,1059,1084.76,23.75,1046,1076.69,23.5
13:11:54,1057,1093.35,23.25,1046,1081.98,23.25
13:11:55,1057,1088.01,23.5,1044,1096.06,22.5
13:11:56,1059,1100.83,23,1046,1087.32,23
13:11:57,1054,1084.92,23.5,1045,1086.28,23
13:11:58,1057,1088.01,23.5,1046,1081.98,23.25
13:11:59,1058,1094.39,23.25,1046,1103.67,22.25
13:12:00,1058,1083.74,23.75,1044,1069.4,23.75
13:12:01,1060,1075.32,24.25,1045,1075.66,23.5
13:12:02,1060,1080.53,24,1046,1087.32,23
13:12:03,1058,1089.04,23.5,1046,1092.71,22.75
13:12:04,1058,1083.74,23.75,1046,1061.12,24.25
13:12:05,1059,1084.76,23.75,1045,1080.94,23.25
13:12:06,1058,1083.74,23.75,1046,1103.67,22.25
13:12:07,1059,1090.07,23.5,1045,1091.67,22.75
13:12:08,1058,1078.49,24,1045,1070.42,23.75
13:12:09,1059,1079.51,24,1046,1076.69,23.5
13:12:10,1059,1095.42,23.25,1046,1103.67,22.25
13:12:11,1060,1091.1,23.5,1045,1086.28,23
13:12:12,1059,1079.51,24,1045,1070.42,23.75
13:12:13,1059,1090.07,23.5,1045,1080.94,23.25
13:12:14,1061,1097.49,23.25,1045,1102.61,22.25
13:12:15,1061,1086.81,23.75,1046,1076.69,23.5
13:12:16,1060,1085.79,23.75,1046,1071.45,23.75
13:12:17,1060,1085.79,23.75,1044,1079.91,23.25
13:12:18,1062,1093.15,23.5,1045,1097.11,22.5
13:12:19,1059,1084.76,23.75,1044,1079.91,23.25
13:12:20,1062,1082.57,24,1044,1090.62,22.75
13:12:21,1062,1093.15,23.5,1046,1092.71,22.75
13:12:22,1061,1092.13,23.5,1046,1098.16,22.5
13:12:23,1061,1081.55,24,1045,1070.42,23.75
13:12:24,1063,1088.86,23.75,1045,1075.66,23.5
13:12:25,1063,1088.86,23.75,1046,1103.67,22.25
13:12:26,1061,1086.81,23.75,1046,1087.32,23
13:12:27,1062,1093.15,23.5,1046,1081.98,23.25
13:12:27,1062,1093.15,23.5,1044,1069.4,23.75
13:12:28,1062,1103.95,23,1045,1108.17,22
13:12:29,1063,1088.86,23.75,1045,1070.42,23.75
13:12:30,1063,1094.18,23.5,1045,1080.94,23.25
13:12:31,1063,1088.86,23.75,1046,1081.98,23.25
13:12:32,1062,1114.96,22.5,1046,1098.16,22.5
13:12:33,1063,1088.86,23.75,1045,1075.66,23.5
13:12:34,1063,1094.18,23.5,1046,1098.16,22.5
13:12:35,1064,1095.21,23.5,1045,1086.28,23
13:12:36,1064,1100.59,23.25,1046,1092.71,22.75
13:12:37,1061,1086.81,23.75,1046,1092.71,22.75
13:12:38,1061,1097.49,23.25,1047,1088.36,23
13:12:39,1062,1103.95,23,1046,1114.84,21.75
13:12:40,1064,1106.03,23,1045,1091.67,22.75
13:12:41,1063,1083.59,24,1045,1070.42,23.75
13:12:42,1064,1100.59,23.25,1046,1071.45,23.75
13:12:43,1064,1106.03,23,1045,1108.17,22
13:12:44,1063,1088.86,23.75,1047,1077.71,23.5
13:12:45,1062,1093.15,23.5,1047,1083.01,23.25
13:12:46,1064,1095.21,23.5,1047,1083.01,23.25
13:12:47,1062,1103.95,23,1046,1098.16,22.5
13:12:48,1064,1084.61,24,1043,1073.6,23.5
13:12:49,1064,1084.61,24,1046,1092.71,22.75
13:12:50,1064,1089.88,23.75,1045,1091.67,22.75
13:12:51,1065,1107.07,23,1047,1088.36,23
13:12:52,1061,1081.55,24,1046,1076.69,23.5
13:12:53,1065,1085.63,24,1046,1081.98,23.25
13:12:54,1064,1100.59,23.25,1046,1098.16,22.5
13:12:55,1062,1087.84,23.75,1045,1075.66,23.5
13:12:56,1065,1080.4,24.25,1047,1083.01,23.25
13:12:57,1064,1084.61,24,1046,1071.45,23.75
13:12:58,1064,1106.03,23,1046,1098.16,22.5
13:12:59,1065,1085.63,24,1047,1067.28,24
13:13:00,1062,1103.95,23,1047,1077.71,23.5
13:13:01,1064,1095.21,23.5,1048,1089.4,23
13:13:02,1063,1110.47,22.75,1047,1110.29,22
13:13:03,1064,1084.61,24,1047,1077.71,23.5
13:13:04,1062,1087.84,23.75,1048,1078.74,23.5
13:13:05,1063,1088.86,23.75,1047,1093.76,22.75
13:13:06,1064,1095.21,23.5,1048,1094.8,22.75
13:13:07,1063,1094.18,23.5,1047,1067.28,24
13:13:08,1064,1095.21,23.5,1047,1077.71,23.5
13:13:09,1066,1102.66,23.25,1048,1105.78,22.25
13:13:10,1063,1088.86,23.75,1046,1087.32,23
13:13:11,1065,1085.63,24,1046,1071.45,23.75
13:13:11,1065,1096.24,23.5,1047,1083.01,23.25
13:13:12,1065,1101.63,23.25,1046,1098.16,22.5
13:13:13,1065,1101.63,23.25,1048,1063.15,24.25
13:13:14,1064,1089.88,23.75,1047,1093.76,22.75
13:13:16,1065,1096.24,23.5,1046,1071.45,23.75
13:13:17,1067,1114.65,22.75,1046,1098.16,22.5
13:13:17,1065,1090.91,23.75,1047,1067.28,24
13:13:18,1064,1095.21,23.5,1048,1084.04,23.25
13:13:19,1064,1100.59,23.25,1048,1100.26,22.5
13:13:20,1066,1091.93,23.75,1048,1094.8,22.75
13:13:21,1064,1084.61,24,1046,1081.98,23.25
13:13:22,1066,1086.65,24,1048,1073.5,23.75
13:13:23,1064,1100.59,23.25,1046,1114.84,21.75
13:13:24,1066,1091.93,23.75,1047,1083.01,23.25
13:13:25,1066,1086.65,24,1047,1077.71,23.5
13:13:26,1066,1091.93,23.75,1047,1077.71,23.5
13:13:27,1066,1097.27,23.5,1047,1104.72,22.25
13:13:28,1066,1102.66,23.25,1047,1062.14,24.25
13:13:29,1067,1087.67,24,1047,1083.01,23.25
13:13:30,1067,1092.96,23.75,1048,1100.26,22.5
13:13:31,1064,1095.21,23.5,1048,1100.26,22.5
13:13:32,1066,1086.65,24,1047,1077.71,23.5
13:13:33,1067,1087.67,24,1047,1083.01,23.25
13:13:34,1066,1091.93,23.75,1048,1100.26,22.5
13:13:35,1066,1097.27,23.5,1048,1094.8,22.75
13:13:36,1065,1096.24,23.5,1048,1073.5,23.75
13:13:37,1065,1101.63,23.25,1047,1077.71,23.5
13:13:38,1067,1109.15,23,1049,1106.83,22.25
13:13:39,1065,1090.91,23.75,1048,1084.04,23.25
13:13:40,1065,1085.63,24,1047,1083.01,23.25
13:13:41,1067,1087.67,24,1049,1074.52,23.75
13:13:42,1064,1106.03,23,1047,1115.91,21.75
13:13:43,1068,1093.98,23.75,1048,1068.3,24
13:13:44,1064,1095.21,23.5,1048,1089.4,23
13:13:45,1065,1085.63,24,1046,1087.32,23
13:13:46,1066,1102.66,23.25,1048,1105.78,22.25
13:13:47,1065,1085.63,24,1049,1069.32,24
13:13:48,1065,1090.91,23.75,1048,1084.04,23.25
13:13:49,1065,1096.24,23.5,1048,1105.78,22.25
13:13:50,1065,1107.07,23,1047,1088.36,23
13:13:51,1063,1094.18,23.5,1047,1067.28,24
13:13:52,1067,1098.3,23.5,1047,1072.47,23.75
13:13:53,1067,1120.21,22.5,1049,1101.31,22.5
13:13:54,1065,1096.24,23.5,1047,1088.36,23
13:13:54,1066,1097.27,23.5,1048,1068.3,24
13:13:55,1066,1097.27,23.5,1049,1079.77,23.5
13:13:56,1066,1108.11,23,1047,1099.21,22.5
13:13:57,1068,1093.98,23.75,1047,1072.47,23.75
13:13:58,1068,1099.33,23.5,1048,1084.04,23.25
13:13:59,1067,1092.96,23.75,1047,1099.21,22.5
13:14:00,1066,1097.27,23.5,1049,1106.83,22.25
13:14:01,1065,1085.63,24,1048,1073.5,23.75
13:14:02,1068,1099.33,23.5,1048,1084.04,23.25
13:14:03,1067,1103.7,23.25,1048,1111.35,22
13:14:04,1066,1091.93,23.75,1048,1094.8,22.75
13:14:05,1067,1087.67,24,1049,1079.77,23.5
13:14:06,1065,1085.63,24,1047,1088.36,23
13:14:07,1066,1108.11,23,1049,1112.41,22
13:14:08,1066,1097.27,23.5,1048,1073.5,23.75
13:14:09,1066,1086.65,24,1048,1089.4,23
13:14:10,1067,1103.7,23.25,1049,1074.52,23.75
13:14:11,1065,1107.07,23,1049,1101.31,22.5
13:14:12,1066,1102.66,23.25,1049,1069.32,24
13:14:13,1065,1096.24,23.5,1046,1087.32,23
13:14:14,1067,1092.96,23.75,1048,1089.4,23
13:14:15,1068,1110.19,23,1048,1094.8,22.75
13:14:16,1068,1088.69,24,1047,1067.28,24
13:14:17,1067,1103.7,23.25,1049,1085.08,23.25
13:14:18,1066,1097.27,23.5,1049,1106.83,22.25
13:14:19,1066,1102.66,23.25,1049,1090.44,23
13:14:20,1066,1086.65,24,1049,1074.52,23.75
13:14:21,1066,1097.27,23.5,1049,1074.52,23.75
13:14:22,1067,1109.15,23,1049,1101.31,22.5
13:14:23,1067,1092.96,23.75,1048,1078.74,23.5
13:14:24,1068,1104.73,23.25,1049,1085.08,23.25
13:14:25,1066,1086.65,24,1048,1078.74,23.5
13:14:26,1068,1099.33,23.5,1050,1102.36,22.5
13:14:27,1066,1091.93,23.75,1048,1068.3,24
13:14:28,1068,1088.69,24,1049,1090.44,23
13:14:29,1068,1093.98,23.75,1049,1095.85,22.75
13:14:30,1069,1105.77,23.25,1049,1095.85,22.75
13:14:31,1067,1087.67,24,1049,1069.32,24
13:14:32,1068,1088.69,24,1049,1079.77,23.5
13:14:33,1065,1096.24,23.5,1048,1105.78,22.25
13:14:34,1068,1099.33,23.5,1050,1091.48,23
13:14:35,1067,1092.96,23.75,1049,1079.77,23.5
13:14:36,1066,1091.93,23.75,1050,1091.48,23
13:14:37,1067,1103.7,23.25,1049,1118.04,21.75
13:14:38,1068,1110.19,23,1048,1068.3,24
13:14:38,1066,1091.93,23.75,1048,1073.5,23.75
13:14:39,1069,1089.7,24,1048,1078.74,23.5
13:14:40,1069,1111.23,23,1048,1111.35,22
13:14:41,1067,1087.67,24,1050,1075.54,23.75
13:14:42,1067,1098.3,23.5,1050,1091.48,23
13:14:43,1067,1092.96,23.75,1049,1090.44,23
13:14:44,1067,1109.15,23,1049,1095.85,22.75
13:14:45,1066,1081.41,24.25,1050,1080.8,23.5
13:14:46,1067,1098.3,23.5,1050,1086.11,23.25
13:14:47,1066,1102.66,23.25,1049,1106.83,22.25
13:14:48,1067,1098.3,23.5,1049,1101.31,22.5
13:14:49,1065,1090.91,23.75,1049,1074.52,23.75
13:14:50,1068,1093.98,23.75,1050,1080.8,23.5
13:14:51,1067,1103.7,23.25,1050,1102.36,22.5
13:14:52,1067,1098.3,23.5,1050,1075.54,23.75
13:14:53,1068,1088.69,24,1051,1081.83,23.5
13:14:54,1068,1088.69,24,1048,1084.04,23.25
13:14:55,1070,1106.8,23.25,1049,1101.31,22.5
13:14:56,1069,1095.01,23.75,1050,1080.8,23.5
13:14:57,1067,1098.3,23.5,1049,1085.08,23.25
13:14:58,1069,1095.01,23.75,1050,1096.89,22.75
13:14:59,1067,1098.3,23.5,1050,1113.47,22
13:15:00,1069,1089.7,24,1049,1090.44,23
13:15:01,1069,1100.36,23.5,1049,1090.44,23
13:15:02,1068,1099.33,23.5,1051,1108.94,22.25
13:15:03,1067,1103.7,23.25,1051,1092.52,23
13:15:04,1067,1082.42,24.25,1050,1080.8,23.5
13:15:05,1067,1103.7,23.25,1050,1091.48,23
13:15:06,1067,1103.7,23.25,1049,1106.83,22.25
13:15:07,1069,1089.7,24,1049,1069.32,24
13:15:08,1068,1093.98,23.75,1050,1080.8,23.5
13:15:09,1067,1087.67,24,1050,1096.89,22.75
13:15:10,1067,1109.15,23,1050,1119.1,21.75
13:15:11,1068,1099.33,23.5,1050,1070.34,24
13:15:12,1068,1088.69,24,1051,1087.15,23.25
13:15:13,1067,1114.65,22.75,1051,1097.94,22.75
13:15:14,1067,1098.3,23.5,1049,1112.41,22
13:15:15,1069,1100.36,23.5,1049,1090.44,23
13:15:16,1067,1098.3,23.5,1050,1086.11,23.25
13:15:17,1068,1121.26,22.5,1049,1129.48,21.25
13:15:18,1068,1099.33,23.5,1050,1086.11,23.25
13:15:19,1069,1095.01,23.75,1050,1086.11,23.25
13:15:20,1067,1109.15,23,1050,1086.11,23.25
13:15:21,1067,1098.3,23.5,1050,1124.8,21.5
13:15:22,1068,1093.98,23.75,1050,1065.18,24.25
13:15:22,1068,1104.73,23.25,1049,1085.08,23.25
13:15:23,1067,1103.7,23.25,1050,1096.89,22.75
13:15:24,1068,1110.19,23,1050,1102.36,22.5
13:15:25,1068,1093.98,23.75,1050,1080.8,23.5
13:15:26,1069,1100.36,23.5,1050,1086.11,23.25
13:15:27,1068,1110.19,23,1049,1101.31,22.5
13:15:28,1069,1100.36,23.5,1049,1101.31,22.5
13:15:29,1069,1089.7,24,1051,1076.57,23.75
13:15:30,1067,1098.3,23.5,1050,1086.11,23.25
13:15:31,1068,1115.7,22.75,1051,1114.53,22
13:15:32,1068,1110.19,23,1050,1096.89,22.75
13:15:33,1069,1095.01,23.75,1051,1081.83,23.5
13:15:34,1068,1088.69,24,1050,1080.8,23.5
13:15:35,1068,1115.7,22.75,1051,1120.17,21.75
13:15:36,1068,1093.98,23.75,1051,1071.36,24
13:15:37,1069,1089.7,24,1050,1086.11,23.25
13:15:38,1069,1095.01,23.75,1050,1107.89,22.25
13:15:39,1067,1103.7,23.25,1050,1107.89,22.25
13:15:40,1067,1087.67,24,1049,1079.77,23.5
13:15:41,1067,1098.3,23.5,1051,1092.52,23
13:15:42,1067,1098.3,23.5,1051,1108.94,22.25
13:15:43,1069,1105.77,23.25,1051,1092.52,23
13:15:44,1067,1092.96,23.75,1051,1092.52,23
13:15:45,1069,1095.01,23.75,1052,1104.46,22.5
13:15:46,1069,1100.36,23.5,1050,1102.36,22.5
13:15:47,1069,1095.01,23.75,1050,1075.54,23.75
13:15:48,1069,1089.7,24,1051,1092.52,23
13:15:49,1068,1099.33,23.5,1051,1087.15,23.25
13:15:50,1068,1110.19,23,1051,1120.17,21.75
13:15:51,1067,1082.42,24.25,1051,1071.36,24
13:15:52,1068,1099.33,23.5,1050,1080.8,23.5
13:15:53,1068,1099.33,23.5,1050,1107.89,22.25
13:15:54,1069,1105.77,23.25,1051,1114.53,22
13:15:55,1067,1087.67,24,1049,1069.32,24
13:15:56,1069,1089.7,24,1050,1086.11,23.25
13:15:57,1069,1105.77,23.25,1051,1120.17,21.75
13:15:58,1068,1099.33,23.5,1052,1098.98,22.75
13:15:59,1068,1099.33,23.5,1051,1081.83,23.5
13:16:00,1067,1098.3,23.5,1052,1093.56,23
13:16:01,1067,1109.15,23,1051,1120.17,21.75
13:16:02,1068,1099.33,23.5,1051,1081.83,23.5
13:16:03,1069,1100.36,23.5,1051,1087.15,23.25
13:16:04,1068,1093.98,23.75,1052,1082.86,23.5
13:16:05,1068,1110.19,23,1051,1114.53,22
13:16:06,1068,1093.98,23.75,1052,1072.38,24
13:16:07,1067,1098.3,23.5,1049,1090.44,23
13:16:07,1068,1110.19,23,1051,1114.53,22
13:16:08,1066,1102.66,23.25,1053,1111.05,22.25
13:16:09,1065,1085.63,24,1052,1082.86,23.5
13:16:10,1067,1103.7,23.25,1052,1088.18,23.25
13:16:11,1067,1109.15,23,1051,1125.87,21.5
13:16:12,1069,1100.36,23.5,1052,1093.56,23
13:16:13,1068,1093.98,23.75,1053,1083.89,23.5
13:16:14,1067,1092.96,23.75,1052,1082.86,23.5
13:16:15,1069,1116.74,22.75,1052,1121.24,21.75
13:16:16,1067,1098.3,23.5,1053,1073.39,24
13:16:17,1067,1098.3,23.5,1052,1082.86,23.5
13:16:18,1067,1098.3,23.5,1052,1098.98,22.75
13:16:19,1069,1105.77,23.25,1052,1110,22.25
13:16:21,1066,1086.65,24,1052,1088.18,23.25
13:16:21,1067,1103.7,23.25,1051,1114.53,22
13:16:22,1068,1167.85,20.5,1052,1110,22.25
13:16:23,1068,1115.7,22.75,1052,1121.24,21.75
13:16:24,1065,1080.4,24.25,1052,1077.59,23.75
13:16:25,1068,1093.98,23.75,1053,1094.59,23
13:16:26,1066,1102.66,23.25,1052,1115.59,22
13:16:27,1069,1100.36,23.5,1051,1092.52,23
13:16:28,1069,1095.01,23.75,1051,1081.83,23.5
13:16:29,1067,1092.96,23.75,1052,1088.18,23.25
13:16:30,1067,1109.15,23,1052,1115.59,22
13:16:31,1067,1092.96,23.75,1052,1067.21,24.25
13:16:32,1067,1092.96,23.75,1052,1093.56,23
13:16:33,1066,1091.93,23.75,1051,1103.41,22.5
13:16:34,1065,1107.07,23,1053,1111.05,22.25
13:16:35,1066,1086.65,24,1052,1067.21,24.25
13:16:36,1067,1087.67,24,1051,1081.83,23.5
13:16:37,1069,1175.05,20.25,1052,1115.59,22
13:16:38,1065,1107.07,23,1053,1100.03,22.75
13:16:39,1068,1088.69,24,1053,1094.59,23
13:16:40,1067,1103.7,23.25,1051,1076.57,23.75
13:16:41,1069,1105.77,23.25,1052,1121.24,21.75
13:16:42,1068,1093.98,23.75,1051,1092.52,23
13:16:43,1069,1181.22,20,1051,1081.83,23.5
13:16:44,1067,1092.96,23.75,1052,1082.86,23.5
13:16:45,1068,1110.19,23,1052,1110,22.25
13:16:46,1067,1103.7,23.25,1052,1072.38,24
13:16:47,1067,1098.3,23.5,1052,1088.18,23.25
13:16:48,1067,1103.7,23.25,1051,1097.94,22.75
13:16:49,1068,1099.33,23.5,1052,1110,22.25
13:16:50,1069,1089.7,24,1051,1081.83,23.5
13:16:51,1069,1100.36,23.5,1051,1097.94,22.75
13:16:51,1068,1110.19,23,1051,1114.53,22
13:16:52,1068,1099.33,23.5,1052,1093.56,23
